2025-10-07 21:37:09,951 - __main__ - INFO - ================================================================================
2025-10-07 21:37:09,951 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:37:09,951 - __main__ - INFO - ================================================================================
2025-10-07 21:38:52,949 - __main__ - INFO - ================================================================================
2025-10-07 21:38:52,950 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:38:52,950 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,135 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,136 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:40:19,136 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,136 - __main__ - ERROR - Configuration error: Configuration validation failed:
  - LLM_API_KEY (Gemini) required (get from https://aistudio.google.com/apikey)
2025-10-07 22:36:50,786 - __main__ - INFO - ================================================================================
2025-10-07 22:36:50,786 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 22:36:50,786 - __main__ - INFO - ================================================================================
2025-10-07 22:36:50,794 - __main__ - INFO - Initializing HybridBail components...
2025-10-07 22:36:51,944 - qdrant_database - INFO - Connected to Qdrant at localhost:6333
2025-10-07 22:42:59,878 - __main__ - INFO - ================================================================================
2025-10-07 22:42:59,878 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 22:42:59,878 - __main__ - INFO - ================================================================================
2025-10-07 22:42:59,878 - __main__ - INFO - Initializing HybridBail components...
2025-10-07 22:43:00,221 - qdrant_database - INFO - Connected to Qdrant at localhost:6333
2025-10-07 22:43:06,895 - llm_integration - INFO - Initialized Gemini: gemini-2.0-flash-exp
2025-10-07 22:43:22,346 - __main__ - INFO - 
============================================================
2025-10-07 22:43:22,347 - __main__ - INFO - Processing category: Anticipatory Bail
2025-10-07 22:43:22,347 - __main__ - INFO - ============================================================
2025-10-07 22:43:22,349 - pdf_ingester - INFO - Found 50 PDF files in C:\\Me\\Main Bail Cases Folder\anticipatory bail
2025-10-07 22:52:12,004 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,005 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,019 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,020 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,037 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,037 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,040 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,041 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,048 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,050 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,055 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,057 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,062 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,064 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,068 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,069 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,075 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,076 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,080 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,081 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,096 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,096 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,101 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,102 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,119 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,121 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,124 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,124 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,133 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,133 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,138 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,139 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,145 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,146 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,149 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,150 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,157 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,158 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,170 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,171 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,177 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,178 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,182 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,183 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,199 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,200 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,212 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,213 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,221 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,222 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,226 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,227 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,233 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,234 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,247 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,248 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,263 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,264 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,269 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,270 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,293 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,294 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,297 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,298 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,305 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,305 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,309 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,310 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,326 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,327 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,332 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,333 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,349 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,350 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,355 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,356 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,371 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,372 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,384 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,385 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,401 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,401 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,415 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,416 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,432 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,433 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,437 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,437 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,454 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,455 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,469 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:12,470 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:12,487 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:12,487 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:12,516 - text_chunker - INFO - Created 45 chunks from text of length 35833
2025-10-07 22:52:16,054 - jina_embedder - INFO - Generated 45 embeddings
2025-10-07 22:52:16,063 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,064 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,080 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,080 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,085 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,085 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,102 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,103 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,108 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,109 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,125 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,126 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,138 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,139 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,158 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,158 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,171 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,172 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,179 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,180 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,185 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,186 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,193 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,194 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,198 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,199 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,217 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,217 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,230 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,231 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,248 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,249 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,253 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,254 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,269 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,270 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,274 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,275 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,290 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,290 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,294 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,295 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,311 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,312 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,325 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,326 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,342 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,342 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,347 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,348 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,356 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,357 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,362 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,363 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,378 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,379 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,384 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,384 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,401 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,402 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,406 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,407 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,415 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,416 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,420 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,420 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,427 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,428 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,440 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,441 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,447 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,448 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,460 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,461 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,468 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,469 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,481 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,482 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,499 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,499 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,504 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,505 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,520 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,520 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,524 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,525 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,540 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,541 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,545 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,546 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,553 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,553 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,558 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,559 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,574 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,575 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,579 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,580 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,587 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,588 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,602 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,603 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,609 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,610 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,624 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,625 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,641 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,642 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,655 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,656 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,673 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,673 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,686 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,687 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,695 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,695 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,699 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,700 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
2025-10-07 22:52:16,708 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_interim_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:52:16,709 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_interim_bail'
2025-10-07 22:52:16,723 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:52:16,724 - qdrant_database - INFO - Collection 'hybridbail_interim_bail' already exists
